index,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,city,surroundings_50m
1514,,Oostelijk Havengebied - Indische Buurt,52.3652,4.93744,Entire home/apt,79,5,8,0.15,1,0,0,holland,"[{""leisure"": ""garden""}]"
1521,,Bos en Lommer,52.37732,4.86135,Entire home/apt,200,3,58,0.88,1,0,0,holland,"[{""leisure"": ""garden""}]"
1524,,De Baarsjes - Oud-West,52.37027,4.85532,Entire home/apt,189,2,26,0.4,1,33,0,holland,"[{""leisure"": ""garden""}, {""name"": ""Kattencafé Kopjes"", ""amenity"": ""cafe"", ""cuisine"": ""cat_food"", ""description"": ""cat café""}, {""name"": ""Wild Whiskers"", ""shop"": ""gift"", ""description"": ""Cat Themed gift shop, owned by Kopjes""}]"
1535,,Centrum-West,52.37426,4.89926,Private room,114,1,128,1.92,16,358,1,holland,"[{""name"": ""de Wallen"", ""tourism"": ""attraction""}, {""name"": ""Erotisch Museum"", ""tourism"": ""museum""}, {""name"": ""Grill-Bar Baby"", ""amenity"": ""fast_food""}, {""name"": ""Rooms belonging to My Red Light Foundation"", ""amenity"": ""brothel"", ""description"": ""My Red Light is a non-profit window brothel situated in the Amsterdam red light district that has been established to promote better labour conditions for sex workers, to elevate their agency, to improve their treatment and to strengthen their rights.""}, {""amenity"": ""brothel""}, {""name"": ""Black Tiger Bar"", ""amenity"": ""bar""}, {""name"": ""New Castle Bar"", ""amenity"": ""bar""}, {""name"": ""American Bar-bq"", ""amenity"": ""restaurant""}, {""name"": ""Excalibur"", ""amenity"": ""bar""}, {""name"": ""The Tabernacle"", ""amenity"": ""place_of_worship""}, {""name"": ""Casa Rosso"", ""shop"": ""tattoo""}, {""name"": ""Anco"", ""amenity"": ""bar"", ""tourism"": ""hotel""}, {""name"": ""Oude Kerk"", ""tourism"": ""museum"", ""description"": ""Kerkgebouw voor religieus en seculier gebruik. Oorspronkelijk een rooms-katholieke kerk gewijd aan Sint-Nicolaas, totdat het werd omgevormd tot een protestantse kerk met de naam Oude Kerk.""}, {""name"": ""Les Deux Frêres"", ""shop"": ""clothes""}, {""name"": ""Baba Kebab"", ""amenity"": ""fast_food"", ""cuisine"": ""kebab""}, {""shop"": ""gift""}, {""name"": ""Old Bridge"", ""shop"": ""gift""}, {""name"": ""FEBO"", ""amenity"": ""fast_food"", ""cuisine"": ""friture""}, {""name"": ""Favorite Chicken"", ""amenity"": ""fast_food"", ""cuisine"": ""burger;chicken;friture;international""}]"
1540,,Noord-Oost,52.39487,4.93111,Entire home/apt,150,3,9,0.15,1,0,0,holland,"[{""leisure"": ""pitch"", ""sport"": ""basketball""}, {""leisure"": ""outdoor_seating""}]"
1541,,Oud-Oost,52.35678,4.92396,Entire home/apt,190,2,9,0.15,1,0,0,holland,"[{""leisure"": ""playground""}, {""leisure"": ""garden""}]"
1555,,Watergraafsmeer,52.35631,4.93949,Entire home/apt,250,3,3,0.08,1,53,0,holland,"[{""leisure"": ""garden""}]"
1557,,Centrum-West,52.36861,4.88607,Entire home/apt,210,7,78,1.19,3,340,0,holland,"[{""leisure"": ""garden""}, {""name"": ""Rain Kiss"", ""shop"": ""clothes""}, {""name"": ""Zipper Vintage Clothing"", ""shop"": ""second_hand""}, {""name"": ""Profumo"", ""shop"": ""clothes""}, {""name"": ""The Odder Side"", ""shop"": ""clothes""}, {""name"": ""Dae"", ""amenity"": ""cafe""}, {""name"": ""Beadies Amsterdam"", ""shop"": ""jewelry""}, {""name"": ""Motel a Miio"", ""shop"": ""houseware""}, {""name"": ""De Vrije Academie"", ""amenity"": ""arts_centre"", ""office"": ""educational_institution""}, {""name"": ""Art Zoo Museum"", ""tourism"": ""museum""}, {""name"": ""Ace & Tate"", ""shop"": ""optician""}, {""name"": ""Chocolaterie Pompadour"", ""amenity"": ""cafe"", ""cuisine"": ""cake""}]"
1577,,De Baarsjes - Oud-West,52.37178,4.85301,Private room,47,2,205,3.86,2,22,23,holland,"[{""leisure"": ""garden""}]"
1590,,Centrum-Oost,52.36384,4.88328,Private room,89,2,90,1.36,1,0,0,holland,"[{""name"": ""Kleine-Gartmanplantsoen"", ""tourism"": ""attraction""}, {""leisure"": ""garden""}, {""name"": ""Ron Gastrobar Paris"", ""amenity"": ""cafe""}, {""tourism"": ""guest_house""}, {""name"": ""Palladium"", ""amenity"": ""restaurant""}, {""name"": ""Cafe in the City"", ""amenity"": ""bar""}, {""name"": ""Club Up"", ""amenity"": ""nightclub""}, {""name"": ""Yellow River"", ""amenity"": ""restaurant"", ""cuisine"": ""chinese""}, {""name"": ""Grand Café"", ""amenity"": ""cafe""}, {""name"": ""Tegen alle stromen in"", ""tourism"": ""artwork"", ""description"": ""monument ter herdenking van Peter R. de Vries, die is vermoord door criminelen. Onthulling op nationale tv: https://npo.nl/start/serie/monument-voor-peter-r-de-vries/seizoen-1/onthulling-monument-peter-r-de-vries/af""}, {""name"": ""Leidseplein"", ""tourism"": ""attraction""}, {""name"": ""Club Candela"", ""amenity"": ""nightclub""}, {""name"": ""Amsterdam Hostel Leidseplein"", ""tourism"": ""hostel""}, {""name"": ""Get Down"", ""amenity"": ""cafe""}, {""name"": ""The Bulldog Ex-Police Station"", ""shop"": ""cannabis"", ""brand"": ""The Bulldog""}, {""name"": ""Easy Internet Cafe"", ""amenity"": ""cafe""}, {""name"": ""Pancake Corner Restaurant"", ""amenity"": ""restaurant"", ""cuisine"": ""pancake""}, {""name"": ""Satellite Sportscafe"", ""amenity"": ""cafe"", ""cuisine"": ""international""}, {""name"": ""Piazzeta Romana"", ""amenity"": ""restaurant""}, {""name"": ""Burger King"", ""amenity"": ""fast_food"", ""cuisine"": ""burger""}]"
1592,,Oud-Oost,52.35544,4.90776,Entire home/apt,149,7,93,1.5,1,61,15,holland,"[{""leisure"": ""garden""}, {""name"": ""Saffraan aan de Amstel"", ""amenity"": ""restaurant"", ""cuisine"": ""pizza;italian;mediterranean;turkish""}, {""name"": ""Form"", ""leisure"": ""fitness_centre"", ""sport"": ""yoga""}, {""name"": ""Café Bica"", ""amenity"": ""cafe""}, {""name"": ""PepeNero"", ""amenity"": ""restaurant"", ""cuisine"": ""italian""}, {""name"": ""Loulou Pizzabar"", ""amenity"": ""restaurant"", ""cuisine"": ""pizza""}, {""name"": ""Dough Studio"", ""amenity"": ""fast_food"", ""cuisine"": ""sandwich;italian""}]"
1622,,Oud-Oost,52.35893,4.92372,Entire home/apt,130,3,51,0.78,1,0,1,holland,"[{""tourism"": ""artwork""}, {""name"": ""Wasserette Kastanjeplein"", ""shop"": ""laundry""}, {""leisure"": ""garden""}, {""name"": ""World Explorers"", ""tourism"": ""hotel""}, {""name"": ""Stooker Roasting Company"", ""amenity"": ""cafe"", ""cuisine"": ""coffee_shop""}]"
1654,,Centrum-West,52.37966,4.88974,Private room,131,2,42,0.88,2,0,6,holland,"[{""amenity"": ""public_bookcase""}]"
1655,,Oud-Oost,52.35458,4.9176,Private room,85,2,35,0.54,1,33,0,holland,"[{""leisure"": ""garden""}, {""leisure"": ""playground""}, {""name"": ""De Vijgenboom"", ""amenity"": ""school""}]"
1660,,Oud-Noord,52.39461,4.91771,Entire home/apt,125,3,10,1.23,1,9,7,holland,"[{""name"": ""Noorderpark"", ""leisure"": ""park""}]"
1679,,De Pijp - Rivierenbuurt,52.34517,4.90242,Private room,86,2,106,2.13,1,296,5,holland,"[{""leisure"": ""garden""}]"
1704,,Westerpark,52.37767,4.87275,Entire home/apt,206,2,30,0.47,1,0,5,holland,"[{""leisure"": ""garden""}]"
1709,,Westerpark,52.38434,4.87099,Entire home/apt,80,10,5,0.08,1,0,0,holland,"[{""leisure"": ""garden""}, {""name"": ""E.S.M. Phone House"", ""shop"": ""mobile_phone""}, {""name"": ""Rolinka"", ""shop"": ""beauty""}, {""name"": ""Semsema"", ""shop"": ""beauty""}]"
1712,,IJburg - Zeeburgereiland,52.35197,5.00199,Private room,55,1,79,1.47,1,17,6,holland,"[{""name"": ""Merza"", ""amenity"": ""restaurant"", ""cuisine"": ""turkish""}, {""name"": ""Espressofabriek"", ""amenity"": ""cafe"", ""cuisine"": ""coffee_shop""}, {""name"": ""Sarah Bridal"", ""shop"": ""clothes""}, {""leisure"": ""playground""}]"
1713,,Westerpark,52.3906,4.88734,Entire home/apt,260,2,11,2.46,3,116,6,holland,"[{""name"": ""BAK"", ""amenity"": ""restaurant""}, {""name"": ""Het Veem Theater"", ""amenity"": ""theatre""}, {""name"": ""Apotheek Amsterdam"", ""amenity"": ""pharmacy""}, {""name"": ""Werkgebouw Het Veem"", ""amenity"": ""coworking_space""}, {""name"": ""Profilex"", ""shop"": ""art""}]"
1715,,Oostelijk Havengebied - Indische Buurt,52.36537,4.93583,Entire home/apt,185,4,18,0.36,2,0,0,holland,"[{""leisure"": ""outdoor_seating""}, {""name"": ""Stayokay Amsterdam Oost"", ""tourism"": ""hostel"", ""brand"": ""Stayokay""}, {""name"": ""Cybersoek"", ""amenity"": ""internet_cafe""}, {""name"": ""Studio/K"", ""amenity"": ""cinema""}, {""name"": ""Studio/K"", ""amenity"": ""pub""}, {""name"": ""The 5th"", ""amenity"": ""bar""}, {""name"": ""Buurttafel Timorplein"", ""leisure"": ""picnic_table""}, {""leisure"": ""garden""}]"
1724,,Watergraafsmeer,52.33957,4.91788,Entire home/apt,100,3,20,0.31,1,0,0,holland,"[{""leisure"": ""playground""}, {""name"": ""De Amstel"", ""amenity"": ""school""}]"
1730,,Westerpark,52.38046,4.87091,Entire home/apt,250,2,6,0.11,1,0,0,holland,"[{""leisure"": ""park""}, {""leisure"": ""garden""}]"
1744,,Oostelijk Havengebied - Indische Buurt,52.3639,4.93747,Entire home/apt,85,28,6,0.28,1,132,0,holland,"[{""leisure"": ""garden""}, {""name"": ""Vrije Kids"", ""amenity"": ""childcare""}, {""name"": ""Fly2Travel"", ""shop"": ""travel_agency""}, {""name"": ""Elthetokerk"", ""amenity"": ""place_of_worship""}, {""amenity"": ""public_bookcase""}, {""name"": ""De Balkonie"", ""shop"": ""garden_centre""}, {""name"": ""Little Coconuts"", ""shop"": ""toys""}, {""name"": ""Hodo Mobile"", ""craft"": ""electronics_repair"", ""shop"": ""repair""}, {""name"": ""Divan Patisserie"", ""shop"": ""bakery""}, {""name"": ""Casa Repair"", ""craft"": ""electronics_repair"", ""shop"": ""repair""}, {""name"": ""Haarstudio Royal"", ""shop"": ""hairdresser""}, {""name"": ""Het Lange Mes"", ""shop"": ""supermarket""}, {""name"": ""Bubble Trouble Tea"", ""amenity"": ""cafe"", ""cuisine"": ""bubble_tea""}, {""name"": ""IJscuypje"", ""amenity"": ""ice_cream"", ""cuisine"": ""ice_cream""}, {""name"": ""Licht en Meubels"", ""shop"": ""furniture""}, {""name"": ""Rum Barrel"", ""amenity"": ""bar""}, {""name"": ""Java Bookshop"", ""shop"": ""books""}]"
1756,,Centrum-West,52.37028,4.89022,Private room,118,2,108,1.75,1,73,29,holland,"[{""name"": ""Begijnhof"", ""tourism"": ""attraction""}, {""leisure"": ""garden""}, {""tourism"": ""attraction""}, {""name"": ""Amsterdam Museum"", ""tourism"": ""museum"", ""description"": ""museum over de geschiedenis van Amsterdam""}, {""name"": ""The Amsterdam Toy Museum"", ""tourism"": ""museum"", ""description"": ""open on appointment""}, {""name"": ""Hanoi Old Quarter Restaurant"", ""amenity"": ""restaurant"", ""cuisine"": ""vietnamese""}, {""name"": ""NUNC"", ""shop"": ""furniture""}, {""shop"": ""optician""}, {""name"": ""Haarbarbaar"", ""shop"": ""hairdresser""}, {""name"": ""Ariadne"", ""shop"": ""antiques""}, {""name"": ""Espresso Corner"", ""amenity"": ""cafe""}, {""name"": ""Lucies Amsterdam"", ""shop"": ""clothes""}, {""name"": ""Palbü"", ""shop"": ""interior_decoration""}, {""name"": ""Postzegelpark"", ""leisure"": ""park""}, {""name"": ""Postzegelmarkt"", ""tourism"": ""attraction""}]"
1757,,De Baarsjes - Oud-West,52.36161,4.86998,Entire home/apt,275,3,4,0.08,1,0,0,holland,"[{""name"": ""Giant"", ""shop"": ""bicycle""}, {""name"": ""Avis"", ""amenity"": ""car_rental""}, {""name"": ""Movements"", ""leisure"": ""fitness_station""}]"
1764,,De Baarsjes - Oud-West,52.36412,4.86165,Entire home/apt,200,2,39,0.69,1,34,1,holland,"[{""name"": ""The Burger Mafia"", ""amenity"": ""fast_food""}, {""name"": ""The Burger Maffia"", ""amenity"": ""fast_food""}, {""name"": ""Finalemente Brasil"", ""shop"": ""supermarket""}, {""name"": ""Pakketdienst de Kinker"", ""amenity"": ""post_office""}, {""name"": ""Bobos Chicken"", ""amenity"": ""fast_food"", ""cuisine"": ""chicken""}, {""name"": ""De Kinker"", ""shop"": ""bag""}, {""name"": ""Snel Repair"", ""shop"": ""repair""}, {""name"": ""ByLima"", ""shop"": ""clothes""}, {""name"": ""Aleppo Top"", ""amenity"": ""fast_food"", ""cuisine"": ""kebab""}, {""name"": ""Kinker"", ""shop"": ""laundry""}, {""name"": ""'t Saotohuisje"", ""amenity"": ""fast_food""}, {""name"": ""DA drogist"", ""shop"": ""chemist"", ""brand"": ""DA""}]"
1768,,Bos en Lommer,52.38219,4.84777,Entire home/apt,99,2,9,0.14,1,0,0,holland,"[{""leisure"": ""pitch"", ""sport"": ""soccer""}, {""name"": ""Multatulischool"", ""amenity"": ""school""}]"
1771,,Oud-Noord,52.38535,4.91641,Private room,72,1,224,3.58,1,75,19,holland,"[{""leisure"": ""garden""}]"
1772,,De Baarsjes - Oud-West,52.36608,4.8764,Entire home/apt,87,1,204,3.23,1,158,28,holland,"[{""name"": ""Gertrude"", ""amenity"": ""restaurant""}, {""name"": ""Toussaint"", ""amenity"": ""pub""}, {""leisure"": ""playground""}, {""name"": ""SKIN"", ""shop"": ""beauty""}, {""name"": ""Slot Meesenstijn"", ""amenity"": ""kindergarten""}, {""name"": ""Beatrijs Smulders"", ""tourism"": ""artwork""}, {""leisure"": ""park""}, {""name"": ""Houseboat Lady Jane"", ""tourism"": ""guest_house""}]"
1779,,Westerpark,52.38724,4.88051,Entire home/apt,189,2,48,0.76,1,4,2,holland,"[{""name"": ""Domela Nieuwenhuisplantsoen"", ""leisure"": ""park""}, {""amenity"": ""public_bookcase""}]"
1787,,De Pijp - Rivierenbuurt,52.35412,4.89504,Private room,71,1,304,4.87,1,250,8,holland,"[{""name"": ""Sarphatipark"", ""leisure"": ""park""}, {""amenity"": ""fountain""}, {""leisure"": ""garden""}, {""leisure"": ""playground""}]"
1792,,Centrum-West,52.37958,4.89447,Entire home/apt,349,7,36,0.58,6,63,6,holland,"[{""tourism"": ""attraction""}, {""name"": ""Zilch"", ""shop"": ""clothes""}, {""name"": ""Amsterdamse Scheepvaartbuurt"", ""tourism"": ""artwork""}, {""leisure"": ""garden""}, {""name"": ""Schumich"", ""leisure"": ""outdoor_seating""}, {""name"": ""Jongejans"", ""shop"": ""bakery""}, {""name"": ""Coffeeshop Green Place"", ""shop"": ""cannabis""}, {""name"": ""Zipper"", ""shop"": ""clothes""}, {""name"": ""Luba"", ""shop"": ""clothes""}, {""name"": ""Jay's Juices"", ""shop"": ""juice""}, {""name"": ""'t Kaaspunt"", ""shop"": ""cheese""}, {""name"": ""Schumich"", ""amenity"": ""cafe""}, {""name"": ""Kobalt"", ""leisure"": ""outdoor_seating""}, {""name"": ""Kobalt"", ""amenity"": ""cafe"", ""cuisine"": ""regional""}]"
1804,,Slotervaart,52.34927,4.83232,Entire home/apt,335,4,35,0.57,1,358,1,holland,"[{""name"": ""Staalmanpark"", ""leisure"": ""park""}]"
1826,,Centrum-West,52.38105,4.88765,Entire home/apt,100,3,192,3.12,1,2,0,holland,"[{""name"": ""Café Thijssen"", ""amenity"": ""pub""}, {""name"": ""Jardin"", ""amenity"": ""cafe""}, {""name"": ""De Oliewinkel"", ""shop"": ""convenience""}]"
1853,,Noord-West,52.41717,4.89798,Private room,54,1,133,2.29,1,20,8,holland,"[{""leisure"": ""picnic_table""}]"
1856,,Centrum-West,52.37612,4.89927,Private room,99,3,147,2.41,2,0,3,holland,"[{""name"": ""Warmoesstraat"", ""tourism"": ""attraction""}, {""name"": ""BackStage"", ""amenity"": ""pub""}, {""name"": ""Tattoo Peter"", ""shop"": ""tattoo""}, {""name"": ""KTV Bar"", ""amenity"": ""bar""}, {""name"": ""Laundromat Happy Inn"", ""shop"": ""laundry""}, {""name"": ""Hunters Coffee Shop"", ""amenity"": ""cannabis""}, {""name"": ""China Si Chuan Restaurant"", ""amenity"": ""restaurant"", ""cuisine"": ""chinese""}, {""name"": ""Old Quarter"", ""tourism"": ""hotel""}, {""name"": ""Charlie's Kitchen"", ""amenity"": ""restaurant""}, {""name"": ""Mask Shop Venice"", ""shop"": ""party""}, {""name"": ""Luxer"", ""tourism"": ""hotel""}, {""name"": ""Het Karbeel"", ""amenity"": ""restaurant""}, {""name"": ""San Tommaso"", ""amenity"": ""restaurant""}, {""name"": ""De Mallemoolen"", ""tourism"": ""hotel""}, {""name"": ""This ho(s)tel"", ""tourism"": ""hostel""}, {""name"": ""San Thomas"", ""amenity"": ""restaurant""}, {""name"": ""Massage Centrum"", ""shop"": ""massage""}, {""name"": ""Hotel De Koopermoolen"", ""tourism"": ""hotel""}, {""name"": ""Kokopelli Smartshop"", ""shop"": ""smartshop""}, {""name"": ""Dolce Vita"", ""amenity"": ""restaurant""}, {""name"": ""Hotel Bar Internationaal"", ""amenity"": ""pub"", ""tourism"": ""hotel""}, {""name"": ""Zeedijk"", ""tourism"": ""information""}, {""name"": ""Kam Yin"", ""amenity"": ""restaurant""}, {""name"": ""Funny People"", ""amenity"": ""bar""}, {""name"": ""Omelegg"", ""amenity"": ""restaurant"", ""cuisine"": ""egg""}, {""name"": ""Sint Olofskapel"", ""tourism"": ""attraction""}, {""name"": ""Buster's"", ""amenity"": ""pub""}, {""name"": ""De Ooievaar"", ""amenity"": ""cafe""}, {""name"": ""Louis Bar"", ""amenity"": ""pub""}, {""name"": ""Old Nickel"", ""amenity"": ""pub""}, {""name"": ""Old Nickel"", ""tourism"": ""hotel""}, {""name"": ""De Kroonprins"", ""amenity"": ""restaurant""}, {""name"": ""Pancakes"", ""amenity"": ""restaurant"", ""cuisine"": ""pancake""}, {""name"": ""Prins Heerlijk"", ""amenity"": ""cafe""}]"
1860,,De Pijp - Rivierenbuurt,52.35198,4.89488,Entire home/apt,250,2,32,0.57,1,341,4,holland,"[{""leisure"": ""garden""}, {""name"": ""Miri Mary"", ""amenity"": ""restaurant"", ""cuisine"": ""indian;brunch""}, {""name"": ""Coffeeshop Papillon"", ""shop"": ""cannabis""}, {""name"": ""Iambe"", ""shop"": ""bakery""}, {""name"": ""Drankerij"", ""shop"": ""wine""}, {""name"": ""Strips"", ""shop"": ""beauty""}, {""name"": ""The String"", ""shop"": ""musical_instrument""}, {""name"": ""Kitchen Impossible"", ""amenity"": ""restaurant"", ""cuisine"": ""ramen""}, {""name"": ""Café Ruis"", ""amenity"": ""bar""}, {""name"": ""Café Bührs"", ""amenity"": ""pub""}, {""name"": ""Sjiek"", ""amenity"": ""fast_food"", ""cuisine"": ""friture""}, {""name"": ""New Pijp"", ""tourism"": ""apartment""}, {""name"": ""Peppi"", ""shop"": ""deli""}, {""name"": ""Super Fresh"", ""shop"": ""convenience""}, {""name"": ""Grice Circular Fashion"", ""shop"": ""second_hand""}, {""name"": ""Badeta Koffiebranders"", ""amenity"": ""cafe"", ""cuisine"": ""coffee_shop""}]"
1864,,Westerpark,52.38423,4.87159,Entire home/apt,106,2,8,0.2,1,0,0,holland,"[{""leisure"": ""garden""}, {""name"": ""E.S.M. Phone House"", ""shop"": ""mobile_phone""}, {""name"": ""Rolinka"", ""shop"": ""beauty""}, {""name"": ""Enso"", ""shop"": ""clothes""}, {""name"": ""Semsema"", ""shop"": ""beauty""}, {""name"": ""Rip van Winkel's"", ""shop"": ""craft""}, {""name"": ""Juhique"", ""amenity"": ""restaurant""}, {""name"": ""Dandy Burger"", ""amenity"": ""fast_food"", ""cuisine"": ""burger""}]"
1872,,Westerpark,52.38307,4.88036,Private room,111,3,128,2.21,1,0,0,holland,"[{""leisure"": ""garden""}, {""name"": ""Vrijeschool Amsterdam West"", ""amenity"": ""school""}]"
1894,,IJburg - Zeeburgereiland,52.35319,5.00614,Private room,74,1,20,0.33,10,0,0,holland,"[{""name"": ""KOH - Kitchen of Happiness"", ""amenity"": ""restaurant"", ""cuisine"": ""thai""}, {""name"": ""Barstow"", ""amenity"": ""restaurant""}, {""name"": ""Haven WV IJburg"", ""leisure"": ""marina""}, {""name"": ""Caña IJburg"", ""amenity"": ""restaurant""}, {""amenity"": ""school""}, {""name"": ""Haven Muider Compagnie"", ""leisure"": ""marina""}]"
1903,,Centrum-West,52.37065,4.89467,Private room,93,1,188,3.12,4,72,26,holland,"[{""name"": ""Oriole Garden Bistro"", ""amenity"": ""restaurant""}, {""name"": ""La Cuisine Ronde"", ""amenity"": ""restaurant""}, {""name"": ""Vlaams Cultuurhuis de Brakke Grond"", ""amenity"": ""arts_centre""}]"
1907,,Oostelijk Havengebied - Indische Buurt,52.36379,4.94369,Entire home/apt,90,3,25,0.46,1,0,4,holland,"[{""name"": ""Flevoparkschool"", ""amenity"": ""school""}, {""leisure"": ""garden""}, {""name"": ""Zeeburg Tandartsen"", ""amenity"": ""dentist""}]"
1909,,Centrum-West,52.36883,4.89309,Private room,61,3,12,0.43,4,354,1,holland,"[{""name"": ""UvA Bijzondere Collecties"", ""tourism"": ""museum""}, {""name"": ""Rondvaart"", ""amenity"": ""cafe""}, {""name"": ""UvA Binnengasthuisterrein"", ""amenity"": ""university""}, {""name"": ""Allard Pierson Museum"", ""tourism"": ""museum"", ""description"": ""Archeological museum""}, {""name"": ""Rederij Kooij"", ""tourism"": ""attraction""}, {""shop"": ""ticket""}, {""name"": ""De Laatste Kruimel"", ""shop"": ""pastry""}, {""name"": ""La Margarita"", ""amenity"": ""restaurant"", ""cuisine"": ""mexican""}, {""name"": ""Lyppens"", ""shop"": ""jewelry""}]"
1924,,Zuid,52.35416,4.87901,Entire home/apt,260,4,7,0.22,1,0,0,holland,"[{""leisure"": ""garden""}]"
1928,,Bos en Lommer,52.37756,4.8496,Entire home/apt,175,2,34,0.71,1,0,5,holland,"[{""leisure"": ""garden""}, {""leisure"": ""pitch"", ""sport"": ""soccer""}, {""leisure"": ""pitch"", ""sport"": ""table_tennis""}, {""name"": ""Tijl Uilenspiegelschool"", ""amenity"": ""school""}]"
1929,,De Baarsjes - Oud-West,52.36599,4.87632,Entire home/apt,250,4,19,0.32,1,284,2,holland,"[{""name"": ""The Laser Lab"", ""shop"": ""beauty""}, {""name"": ""Gertrude"", ""amenity"": ""restaurant""}, {""name"": ""Toussaint"", ""amenity"": ""pub""}, {""leisure"": ""playground""}, {""name"": ""SKIN"", ""shop"": ""beauty""}, {""name"": ""Slot Meesenstijn"", ""amenity"": ""kindergarten""}, {""name"": ""Beatrijs Smulders"", ""tourism"": ""artwork""}, {""leisure"": ""park""}, {""name"": ""Houseboat Lady Jane"", ""tourism"": ""guest_house""}]"
1936,,Oud-Noord,52.39363,4.91097,Entire home/apt,360,1,154,2.81,3,270,15,holland,"[{""leisure"": ""outdoor_seating""}, {""leisure"": ""garden""}]"
1940,,De Baarsjes - Oud-West,52.36873,4.85616,Private room,45,1,225,4.35,2,194,27,holland,"[{""leisure"": ""pitch"", ""sport"": ""field_hockey""}, {""leisure"": ""pitch"", ""sport"": ""table_tennis""}, {""leisure"": ""pitch"", ""sport"": ""basketball""}, {""name"": ""Balboaplein"", ""leisure"": ""playground""}, {""leisure"": ""playground""}]"
1942,,De Pijp - Rivierenbuurt,52.35199,4.90477,Private room,129,2,246,4.23,2,265,19,holland,"[{""leisure"": ""garden""}, {""leisure"": ""playground""}, {""name"": ""Pizza Donna"", ""amenity"": ""fast_food"", ""cuisine"": ""pizza""}]"
1946,,De Baarsjes - Oud-West,52.36747,4.85006,Entire home/apt,136,2,40,0.95,1,0,4,holland,"[{""name"": ""Rembrandtpark"", ""leisure"": ""park""}]"
1964,,Westerpark,52.38579,4.87923,Entire home/apt,225,3,14,0.31,1,0,0,holland,"[{""name"": ""Westerpark"", ""leisure"": ""park""}]"
1971,,Oostelijk Havengebied - Indische Buurt,52.37278,4.9471,Entire home/apt,134,3,34,0.6,1,0,0,holland,"[{""name"": ""Jachthaven Piet Hein"", ""leisure"": ""marina""}]"
2015,,Zuid,52.34851,4.87781,Entire home/apt,224,2,41,0.86,4,341,2,holland,"[{""name"": ""Hervormd Lyceum Zuid"", ""amenity"": ""school""}, {""name"": ""Hampshire Hotel Beethoven"", ""tourism"": ""hotel""}, {""name"": ""Fleur de Lys"", ""shop"": ""houseware""}, {""name"": ""Oak Berry"", ""amenity"": ""fast_food"", ""cuisine"": ""juice;smoothie""}, {""name"": ""Etos"", ""shop"": ""chemist""}, {""name"": ""Pearle"", ""shop"": ""optician""}, {""name"": ""Holland & Barrett"", ""shop"": ""health_food""}, {""name"": ""Alexanderhoeve"", ""shop"": ""cheese""}, {""name"": ""Albert Heijn"", ""shop"": ""supermarket""}, {""name"": ""Centrale Vishandel"", ""shop"": ""seafood""}]"
2027,,De Baarsjes - Oud-West,52.36258,4.87522,Entire home/apt,150,3,52,0.99,1,2,7,holland,"[{""leisure"": ""garden""}, {""name"": ""Wittop Koning"", ""amenity"": ""pharmacy""}, {""name"": ""Albert Heijn"", ""shop"": ""supermarket""}, {""name"": ""Hotel ABBA"", ""tourism"": ""hotel""}, {""name"": ""STACH"", ""shop"": ""deli""}, {""name"": ""Black Bikes"", ""shop"": ""bicycle""}, {""name"": ""Princess Hostel"", ""tourism"": ""hotel""}, {""name"": ""Janus"", ""shop"": ""bed""}, {""name"": ""Trattoria Totò"", ""amenity"": ""restaurant"", ""cuisine"": ""italian""}, {""name"": ""Koffie Academie"", ""amenity"": ""bar""}, {""name"": ""Coco-mat"", ""shop"": ""bed""}, {""name"": ""Huygens Place"", ""tourism"": ""hotel""}, {""name"": ""Schooltje.nl"", ""shop"": ""clothes""}, {""name"": ""Effendy"", ""amenity"": ""cafe"", ""cuisine"": ""coffee_shop""}]"
2032,,De Pijp - Rivierenbuurt,52.3569,4.88915,Entire home/apt,133,7,21,1.33,1,190,9,holland,"[{""leisure"": ""garden""}, {""name"": ""Juno"", ""amenity"": ""restaurant""}, {""name"": ""Craft Wine"", ""shop"": ""wine""}, {""name"": ""Dans Dansen"", ""amenity"": ""dancing_school""}, {""name"": ""Buurtkamer Quellijn"", ""amenity"": ""community_centre""}, {""amenity"": ""public_bookcase""}, {""name"": ""Rainbowls"", ""amenity"": ""restaurant"", ""cuisine"": ""juice;coffee_shop""}, {""name"": ""ISSHIN"", ""amenity"": ""restaurant"", ""cuisine"": ""japanese""}, {""name"": ""De Waaghals"", ""amenity"": ""restaurant"", ""description"": ""Vegetarisch Restaurant De Waaghals""}, {""name"": ""De Föhnbar"", ""shop"": ""hairdresser""}]"
2033,,Centrum-Oost,52.36469,4.90817,Entire home/apt,350,2,45,0.89,1,81,2,holland,"[{""name"": ""Muziekschool Amsterdam - Centrum/Oost"", ""amenity"": ""music_school""}, {""leisure"": ""garden""}, {""name"": ""Soop"", ""amenity"": ""community_centre""}]"
