index,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,city,surroundings_50m
3125,,Centrum-West,52.3743,4.89216,Private room,70,3,235,6.17,1,148,57,holland,"[{""name"": ""De Drie Graefjes"", ""amenity"": ""cafe"", ""cuisine"": ""american""}, {""name"": ""Dal Migliore"", ""amenity"": ""restaurant""}, {""name"": ""Barraka"", ""shop"": ""cannabis""}, {""name"": ""Tattoo & Art"", ""shop"": ""tattoo""}, {""name"": ""De Pannenkoekerij"", ""amenity"": ""restaurant"", ""cuisine"": ""pancake""}, {""name"": ""De Nieuwe Pilserij"", ""amenity"": ""pub""}, {""name"": ""Tulashi"", ""shop"": ""gift""}, {""name"": ""Pop Up Store Marcous Vintage"", ""shop"": ""clothes""}, {""name"": ""Amsterdam Seed Center"", ""shop"": ""cannabis""}, {""name"": ""Eethuis Sie-Joe"", ""amenity"": ""restaurant""}, {""name"": ""Rejoes"", ""shop"": ""clothes""}, {""name"": ""De Drie Fleschjes"", ""amenity"": ""bar""}, {""name"": ""Lunch & Dinner"", ""amenity"": ""restaurant""}, {""name"": ""Dam Square Inn"", ""tourism"": ""hotel"", ""brand"": ""Best Western""}, {""name"": ""Mr. Crab"", ""amenity"": ""restaurant""}, {""name"": ""Takumi Ramen"", ""amenity"": ""restaurant"", ""cuisine"": ""asian;japanese;ramen""}, {""name"": ""Seafood Grill"", ""amenity"": ""restaurant""}, {""name"": ""La Casa"", ""amenity"": ""restaurant""}, {""name"": ""Sense"", ""shop"": ""beauty""}, {""name"": ""Green Budget Bikes"", ""amenity"": ""bicycle_rental""}, {""name"": ""Quilt Shop"", ""shop"": ""fabric""}, {""name"": ""Original Dutch Fabric"", ""shop"": ""fabric""}, {""name"": ""Museumfoto"", ""shop"": ""photo""}, {""name"": ""De Drie Monnikjes"", ""shop"": ""gift""}, {""name"": ""Corner House Hotel Cafe"", ""amenity"": ""cafe"", ""cuisine"": ""breakfast;burger;snack""}, {""name"": ""Rainbow"", ""shop"": ""massage""}, {""name"": ""St. Paul's"", ""amenity"": ""restaurant""}, {""name"": ""La Cantina"", ""amenity"": ""restaurant"", ""cuisine"": ""italian""}]"
3128,,Centrum-West,52.37095,4.89576,Private room,76,1,87,2.31,3,309,26,holland,"[{""name"": ""Oriole Garden Bistro"", ""amenity"": ""restaurant""}, {""name"": ""Bridges"", ""amenity"": ""restaurant""}, {""name"": ""The Grand"", ""tourism"": ""hotel"", ""brand"": ""Sofitel""}]"
3137,,De Baarsjes - Oud-West,52.36405,4.86553,Entire home/apt,119,2,15,0.4,1,0,0,holland,"[{""leisure"": ""picnic_table""}, {""leisure"": ""garden""}, {""name"": ""Nicolaas Beetsplantsoen"", ""leisure"": ""common""}, {""leisure"": ""common""}, {""leisure"": ""pitch"", ""sport"": ""table_tennis""}, {""tourism"": ""artwork""}, {""name"": ""Brede school De Kinkerbuurt"", ""amenity"": ""school""}, {""name"": ""Burtmoestuin 'Het eetbare plantsoen'"", ""leisure"": ""garden""}]"
3151,,Slotervaart,52.36082,4.8238,Entire home/apt,90,3,3,0.11,1,0,0,holland,"[{""name"": ""Broedplaats HW10"", ""amenity"": ""arts_centre""}, {""leisure"": ""pitch"", ""sport"": ""table_tennis""}]"
3152,,Oostelijk Havengebied - Indische Buurt,52.36258,4.93342,Entire home/apt,150,3,13,5.13,1,337,6,holland,"[{""leisure"": ""garden""}, {""name"": ""Marijke's guestroom"", ""tourism"": ""hotel"", ""brand"": ""B&B Hotels""}]"
3155,,Oostelijk Havengebied - Indische Buurt,52.3634,4.94316,Private room,49,1,48,1.26,2,139,1,holland,"[{""leisure"": ""garden""}]"
3157,,De Baarsjes - Oud-West,52.36393,4.87508,Private room,129,4,96,2.77,2,64,11,holland,"[{""name"": ""Delete"", ""shop"": ""beauty""}, {""name"": ""The Bab"", ""amenity"": ""restaurant""}, {""name"": ""Amsterdam Flora"", ""shop"": ""florist""}, {""name"": ""Kruidvat"", ""shop"": ""chemist""}, {""name"": ""Cafe Kompleet"", ""amenity"": ""cafe""}]"
3160,,Centrum-Oost,52.36769,4.89981,Entire home/apt,300,3,27,0.82,1,0,0,holland,"[{""name"": ""Zonder titel"", ""tourism"": ""artwork""}, {""name"": ""Café Café"", ""amenity"": ""restaurant""}, {""leisure"": ""outdoor_seating""}, {""name"": ""Stadsloket Centrum"", ""amenity"": ""townhall""}, {""name"": ""Spinoza"", ""tourism"": ""artwork"", ""description"": ""memorial for Baruch de Spinoza""}]"
3173,,Oud-Oost,52.35438,4.92349,Entire home/apt,195,3,6,0.17,1,0,0,holland,"[{""leisure"": ""garden""}, {""name"": ""Transvaalplein"", ""leisure"": ""playground""}, {""name"": ""Buurtbiep"", ""amenity"": ""public_bookcase""}, {""name"": ""Bassischool Frankendael"", ""amenity"": ""school""}]"
3175,,Westerpark,52.37953,4.87633,Private room,165,1,0,,2,0,0,holland,"[{""name"": ""Frederik Hendrikplantsoen"", ""leisure"": ""park""}, {""leisure"": ""playground""}, {""leisure"": ""garden""}]"
3197,,Centrum-West,52.38445,4.88746,Entire home/apt,487,1,3,3.0,5,268,3,holland,"[{""name"": ""Palmentuin Prinseneiland"", ""leisure"": ""garden""}]"
3202,,Westerpark,52.38325,4.87405,Entire home/apt,165,8,23,0.63,2,0,0,holland,"[{""leisure"": ""garden""}, {""name"": ""Nick's Rijwielherstel"", ""shop"": ""bicycle""}, {""name"": ""Westerpark Maryam Hair & Beauty"", ""shop"": ""hairdresser""}, {""name"": ""Trail.NL"", ""shop"": ""outdoor""}]"
3210,,De Pijp - Rivierenbuurt,52.35069,4.89704,Entire home/apt,200,2,8,0.23,1,0,0,holland,"[{""leisure"": ""garden""}, {""name"": ""9e Montessorischool De Scholekster"", ""amenity"": ""school""}]"
3219,,Westerpark,52.38225,4.87299,Entire home/apt,110,2,3,0.08,1,0,0,holland,"[{""leisure"": ""garden""}, {""name"": ""Saxomania"", ""shop"": ""musical_instrument""}, {""name"": ""Chapiteau"", ""shop"": ""cannabis""}, {""name"": ""Gregario Cycling Services"", ""shop"": ""bicycle""}]"
3220,,Watergraafsmeer,52.35645,4.93407,Entire home/apt,147,14,8,0.3,1,0,0,holland,"[{""name"": ""Bassischool Frankendael (locatie Hogeweg)"", ""amenity"": ""school""}, {""leisure"": ""garden""}]"
3223,,Centrum-West,52.37206,4.8972,Private room,112,1,191,5.37,2,215,84,holland,"[{""name"": ""Love Stories Archive"", ""shop"": ""clothes""}, {""name"": ""Sensi Seeds Bank"", ""shop"": ""growshop""}, {""name"": ""Hash Marihuana & Hemp Museum"", ""tourism"": ""museum"", ""description"": ""This is an information centre cq attraction, that does not conform to the museum definitions of Unesco, ICOM and Museumvereniging.""}, {""name"": ""B&B 1680"", ""tourism"": ""guest_house""}, {""name"": ""Hemp Story"", ""shop"": ""clothes""}, {""name"": ""Red Light Records"", ""shop"": ""music""}, {""name"": ""Tobacco Experience"", ""shop"": ""gift""}, {""name"": ""The Flying Dutchmen"", ""shop"": ""drug_paraphernalia""}, {""name"": ""Red Light Souvenirs"", ""shop"": ""erotic""}, {""name"": ""Hemp Gallery"", ""tourism"": ""museum""}, {""name"": ""Adiuvantes"", ""shop"": ""clothes""}, {""name"": ""Cannabis College"", ""tourism"": ""information""}, {""name"": ""Love Experience"", ""shop"": ""erotic""}, {""name"": ""Mr. Crumbs"", ""amenity"": ""cafe""}, {""name"": ""Heart of Amsterdam"", ""tourism"": ""hotel""}, {""tourism"": ""hotel""}, {""name"": ""Bike Rental"", ""shop"": ""gift""}, {""name"": ""Princehof"", ""amenity"": ""social_facility""}, {""name"": ""Saint Morris"", ""amenity"": ""restaurant""}, {""name"": ""The Pint"", ""amenity"": ""bar""}, {""amenity"": ""brothel""}, {""name"": ""Hanky Panky"", ""shop"": ""tattoo""}, {""name"": ""de Wallen"", ""tourism"": ""attraction""}]"
3226,,Oud-Noord,52.39722,4.91681,Entire home/apt,140,3,9,0.39,1,189,0,holland,"[{""leisure"": ""garden""}]"
3248,,Zuid,52.34988,4.84792,Entire home/apt,400,2,3,0.08,1,0,0,holland,"[{""name"": ""Flores & Puck"", ""tourism"": ""guest_house""}, {""name"": ""Tobiasschool"", ""amenity"": ""school""}, {""name"": ""Tandartspraktijk De Liefde"", ""amenity"": ""dentist""}]"
3249,,Bos en Lommer,52.37645,4.84566,Entire home/apt,100,2,14,0.38,1,0,2,holland,"[{""leisure"": ""garden""}, {""leisure"": ""pitch"", ""sport"": ""volleyball""}, {""leisure"": ""playground""}]"
3273,,Centrum-West,52.37502,4.88457,Entire home/apt,250,2,13,0.39,2,0,1,holland,"[{""name"": ""Westerkerk"", ""amenity"": ""place_of_worship"", ""tourism"": ""attraction""}, {""shop"": ""kiosk""}, {""name"": ""Huisartsenpraktijk Westertoren"", ""amenity"": ""doctors"", ""healthcare"": ""doctor""}, {""name"": ""Anne Frank Huis Museumshop"", ""shop"": ""gift""}, {""name"": ""Museum Cafe"", ""amenity"": ""cafe""}, {""name"": ""Anne Frank Huis"", ""tourism"": ""museum""}, {""name"": ""Comics Import Amsterdam"", ""shop"": ""collector""}, {""name"": ""Lunchcafé Dialoog"", ""amenity"": ""cafe""}]"
3304,,Oud-Oost,52.360237,4.926469,Entire home/apt,198,1,36,1.04,6,354,11,holland,"[{""name"": ""Tres Amigos"", ""amenity"": ""restaurant""}, {""name"": ""Sranang Makmur"", ""amenity"": ""restaurant"", ""cuisine"": ""asian""}, {""leisure"": ""garden""}]"
3305,,Oud-Oost,52.36045,4.92735,Entire home/apt,166,1,77,2.5,6,268,25,holland,"[{""leisure"": ""garden""}]"
3311,,Westerpark,52.3738,4.87311,Entire home/apt,250,1,15,0.42,1,0,1,holland,"[{""leisure"": ""garden""}, {""name"": ""De Nieuwe Anita"", ""amenity"": ""bar""}]"
3313,,Oud-Noord,52.3998,4.91349,Entire home/apt,100,2,6,0.18,1,158,0,holland,"[{""leisure"": ""garden""}, {""name"": ""Over Y College"", ""amenity"": ""school""}]"
3325,,De Baarsjes - Oud-West,52.36535,4.87496,Shared room,225,2,14,1.03,6,83,2,holland,"[{""name"": ""springlet"", ""shop"": ""massage""}, {""name"": ""Sotto Zero"", ""amenity"": ""ice_cream""}, {""name"": ""Teds place"", ""amenity"": ""restaurant"", ""cuisine"": ""burger""}, {""amenity"": ""public_bookcase""}, {""name"": ""DC Klinieken"", ""amenity"": ""doctors"", ""healthcare"": ""doctor""}, {""name"": ""Little Plant Pantry"", ""shop"": ""supermarket""}]"
3326,,Centrum-Oost,52.37208,4.91191,Private room,89,2,137,3.97,2,76,51,holland,"[{""leisure"": ""slipway""}, {""name"": ""Museumhaven"", ""tourism"": ""museum""}]"
3327,,Bos en Lommer,52.37563,4.83712,Entire home/apt,149,2,18,0.54,1,86,1,holland,"[{""name"": ""Willem Augustinpark"", ""leisure"": ""park""}, {""leisure"": ""playground""}]"
3342,,De Pijp - Rivierenbuurt,52.35361,4.90185,Entire home/apt,158,3,6,0.23,4,16,1,holland,"[{""name"": ""WOW"", ""amenity"": ""cafe"", ""cuisine"": ""bubble_tea""}, {""name"": ""Tapmarin"", ""amenity"": ""pub""}, {""leisure"": ""garden""}, {""name"": ""Mokum Motors"", ""shop"": ""motorcycle_repair""}, {""name"": ""Mokum Motors"", ""shop"": ""motorcycle""}, {""name"": ""Bakery Van Wou"", ""shop"": ""bakery""}, {""name"": ""dotshop"", ""shop"": ""furniture""}, {""name"": ""The Color"", ""shop"": ""hairdresser""}, {""name"": ""Annavilaas"", ""amenity"": ""restaurant"", ""cuisine"": ""indian""}, {""name"": ""Nazka"", ""amenity"": ""restaurant"", ""cuisine"": ""peruvian""}, {""name"": ""Healthy massage Fang"", ""shop"": ""massage""}, {""name"": ""Coffee Bru"", ""amenity"": ""cafe"", ""cuisine"": ""coffee_shop""}, {""name"": ""Glazemade"", ""shop"": ""pottery""}, {""name"": ""wasserette van wou"", ""shop"": ""laundry""}]"
3347,,De Pijp - Rivierenbuurt,52.35666,4.89785,Entire home/apt,200,3,14,0.48,1,21,3,holland,"[{""name"": ""Albert Cuyp-markt"", ""amenity"": ""marketplace"", ""tourism"": ""attraction""}, {""name"": ""Franggo"", ""amenity"": ""restaurant"", ""cuisine"": ""chicken;portuguese""}, {""name"": ""Arles"", ""amenity"": ""restaurant"", ""cuisine"": ""french""}, {""name"": ""Shoelala Shoes & More"", ""shop"": ""shoes""}, {""name"": ""Birkenstock"", ""shop"": ""shoes""}, {""name"": ""Lunchcafé Bozz"", ""amenity"": ""cafe""}, {""name"": ""Folkvang"", ""shop"": ""esoteric""}, {""name"": ""Café Dakduif"", ""amenity"": ""cafe""}, {""name"": ""André Hazes"", ""tourism"": ""artwork"", ""description"": ""André Hazes, zittend op een barkruk, houdt een microfoon in zijn rechterhand, net onder zijn kin. Hij kijkt vooruit, kin opgeheven, alsof hij op de muziek wacht voordat hij begint met zingen of door zingt.""}, {""name"": ""Boksschool VBSK Albert Cuyp"", ""leisure"": ""fitness_centre"", ""sport"": ""boxing""}, {""name"": ""Mikado Speelgoed"", ""shop"": ""toys""}, {""name"": ""Ideaal Gordijnen Specialisten"", ""shop"": ""curtain""}, {""name"": ""Ranchi Amsterdam"", ""amenity"": ""fast_food"", ""cuisine"": ""sandwich""}, {""name"": ""Mari Peruvian Delights & More"", ""amenity"": ""fast_food"", ""cuisine"": ""peruvian""}, {""name"": ""Pole Practice"", ""amenity"": ""dancing_school""}, {""name"": ""Khadija Caftan Biladi"", ""shop"": ""tailor""}, {""name"": ""Vivánt Nancy"", ""shop"": ""tobacco""}, {""name"": ""Warung Swietie Lelydorp"", ""amenity"": ""fast_food"", ""cuisine"": ""asian""}, {""name"": ""Thai Roof"", ""amenity"": ""restaurant"", ""cuisine"": ""thai""}, {""shop"": ""vacant""}, {""name"": ""Gerard Dou Synagogue"", ""amenity"": ""place_of_worship""}]"
3360,,Centrum-West,52.38367,4.88812,Entire home/apt,506,2,15,0.57,1,75,4,holland,"[{""leisure"": ""pitch"", ""sport"": ""boules""}, {""leisure"": ""picnic_table""}, {""leisure"": ""playground""}, {""name"": ""Bizarre Design"", ""shop"": ""interior_decoration""}, {""name"": ""dé Beeldhouwschool"", ""amenity"": ""arts_centre""}, {""name"": ""The Arch"", ""shop"": ""furniture""}, {""leisure"": ""pitch"", ""sport"": ""basketball""}]"
3371,,Centrum-Oost,52.36655,4.9093,Private room,330,2,2,0.07,3,176,0,holland,"[{""name"": ""Hortus Botanicus"", ""tourism"": ""attraction"", ""leisure"": ""garden"", ""description"": ""botanical garden with greenhouses and buildings""}, {""name"": ""Budget Hotel Hortus"", ""tourism"": ""hotel""}]"
3373,,De Pijp - Rivierenbuurt,52.34317,4.90882,Entire home/apt,135,1,15,0.53,1,0,0,holland,"[{""leisure"": ""garden""}, {""name"": ""Slob fietsen"", ""shop"": ""bicycle""}]"
3374,,De Baarsjes - Oud-West,52.37241,4.86122,Entire home/apt,145,5,10,0.35,1,1,2,holland,"[{""leisure"": ""garden""}]"
3394,,De Pijp - Rivierenbuurt,52.34454,4.9098,Entire home/apt,194,2,11,0.35,1,64,1,holland,"[{""leisure"": ""garden""}]"
3397,,Centrum-West,52.37662,4.88117,Private room,135,4,38,1.22,1,8,0,holland,"[{""leisure"": ""playground""}, {""name"": ""Theo Thijssenschool"", ""amenity"": ""school"", ""description"": ""hoofdlocatie""}]"
3398,,Oud-Oost,52.35921,4.90818,Entire home/apt,300,4,1,0.03,1,343,0,holland,"[{""name"": ""Amstelcampus"", ""amenity"": ""university""}, {""leisure"": ""garden""}]"
3400,,Oostelijk Havengebied - Indische Buurt,52.37632,4.94322,Private room,105,3,24,0.76,1,52,2,holland,"[{""leisure"": ""playground""}, {""leisure"": ""pitch"", ""sport"": ""soccer""}, {""name"": ""Gentleman"", ""shop"": ""hairdresser""}, {""leisure"": ""garden""}]"
3413,,De Aker - Nieuw Sloten,52.350323,4.816838,Private room,110,1,28,0.88,1,279,6,holland,"[{""name"": ""Johan's B&B"", ""tourism"": ""apartment""}]"
3427,,Centrum-West,52.373077,4.87708,Private room,106,1,144,4.39,2,336,32,holland,"[{""name"": ""Ali Baba"", ""amenity"": ""fast_food"", ""cuisine"": ""kebab""}, {""name"": ""Bakkerij Wolf"", ""shop"": ""bakery""}, {""name"": ""Kapsalon Bianco"", ""shop"": ""hairdresser""}]"
3431,,Centrum-Oost,52.36596,4.90894,Entire home/apt,161,7,2,0.07,15,364,0,holland,"[{""leisure"": ""garden""}, {""name"": ""Luther Museum Amsterdam"", ""tourism"": ""museum""}, {""name"": ""J.W. van Overloopplantsoen"", ""leisure"": ""park""}, {""name"": ""Afscheid"", ""tourism"": ""artwork""}, {""tourism"": ""apartment""}, {""name"": ""Hortus Botanicus"", ""tourism"": ""attraction"", ""leisure"": ""garden"", ""description"": ""botanical garden with greenhouses and buildings""}]"
3438,,Centrum-Oost,52.36575,4.90896,Entire home/apt,248,7,0,,15,361,0,holland,"[{""leisure"": ""garden""}, {""name"": ""Luther Museum Amsterdam"", ""tourism"": ""museum""}, {""name"": ""J.W. van Overloopplantsoen"", ""leisure"": ""park""}, {""name"": ""Afscheid"", ""tourism"": ""artwork""}]"
3450,,De Baarsjes - Oud-West,52.36505,4.85071,Entire home/apt,150,2,3,0.09,1,0,0,holland,"[{""name"": ""Rembrandtpark"", ""leisure"": ""park""}, {""name"": ""Patio"", ""amenity"": ""bar""}, {""name"": ""Wormenhotel"", ""tourism"": ""artwork""}]"
3465,,De Pijp - Rivierenbuurt,52.35232,4.89795,Private room,69,3,32,1.04,2,353,10,holland,"[{""name"": ""Love Cycle"", ""shop"": ""bicycle""}, {""name"": ""Lycée français Vincent van Gogh"", ""amenity"": ""school"", ""description"": ""Franse basisschool""}, {""leisure"": ""garden""}, {""name"": ""De Avonturijn"", ""amenity"": ""school""}, {""name"": ""Afrikahuis"", ""amenity"": ""place_of_worship""}, {""name"": ""Kindcentrum Sarphati"", ""amenity"": ""school"", ""description"": ""tweede locatie""}]"
3466,,De Baarsjes - Oud-West,52.36312,4.8756,Entire home/apt,255,3,13,0.42,1,128,4,holland,"[{""name"": ""Wittop Koning"", ""amenity"": ""pharmacy""}, {""name"": ""Centraal Stomerij"", ""shop"": ""dry_cleaning""}, {""name"": ""Princess Hostel"", ""tourism"": ""hotel""}, {""name"": ""Janus"", ""shop"": ""bed""}, {""name"": ""GoodNews"", ""amenity"": ""cafe"", ""cuisine"": ""coffee_shop""}, {""name"": ""Copy Plaza"", ""shop"": ""copyshop""}, {""name"": ""Primera"", ""shop"": ""newsagent""}, {""name"": ""Kartika"", ""amenity"": ""restaurant"", ""cuisine"": ""indonesian""}, {""name"": ""BrainWash"", ""shop"": ""hairdresser""}, {""name"": ""GVB Servicepunt"", ""shop"": ""ticket""}, {""name"": ""Un."", ""amenity"": ""cafe""}, {""name"": ""Toko Ikan Mas"", ""shop"": ""deli"", ""cuisine"": ""asian""}, {""name"": ""Café Helmers"", ""amenity"": ""pub""}]"
3469,,De Pijp - Rivierenbuurt,52.35148,4.89394,Private room,100,2,131,4.06,2,84,26,holland,"[{""name"": ""Renato's Pizzeria"", ""amenity"": ""restaurant"", ""cuisine"": ""pizza""}, {""leisure"": ""garden""}, {""name"": ""Yagoy"", ""leisure"": ""fitness_centre"", ""sport"": ""yoga""}, {""name"": ""auf dem Brinke - music school"", ""amenity"": ""school""}, {""name"": ""Li's Beauty Lounge"", ""shop"": ""beauty""}, {""name"": ""Elevate Coffee Lab"", ""amenity"": ""cafe""}, {""name"": ""Coffeeshop Papillon"", ""shop"": ""cannabis""}, {""name"": ""Iambe"", ""shop"": ""bakery""}, {""name"": ""Strips"", ""shop"": ""beauty""}, {""name"": ""Kitchen Impossible"", ""amenity"": ""restaurant"", ""cuisine"": ""ramen""}]"
3484,,Oud-Noord,52.38516,4.90316,Hotel room,108,1,53,1.75,12,329,1,holland,"[{""name"": ""Albert Heijn"", ""shop"": ""supermarket""}, {""name"": ""Bagels & Beans"", ""amenity"": ""cafe"", ""cuisine"": ""coffee_shop""}, {""name"": ""Public Space"", ""leisure"": ""outdoor_seating""}, {""leisure"": ""garden""}, {""name"": ""Schegpark"", ""leisure"": ""park""}]"
3486,,Oostelijk Havengebied - Indische Buurt,52.36428,4.93485,Entire home/apt,135,2,26,0.86,1,0,9,holland,"[{""name"": ""Tabakshop Java"", ""shop"": ""tobacco""}, {""name"": ""IJs van Oost"", ""amenity"": ""ice_cream""}, {""name"": ""Zeeman"", ""shop"": ""clothes""}, {""name"": ""El Pescado"", ""shop"": ""seafood""}, {""leisure"": ""garden""}, {""name"": ""Barbershop Murat"", ""shop"": ""hairdresser""}, {""name"": ""Kwiyasse"", ""shop"": ""hairdresser""}, {""name"": ""The Meets"", ""amenity"": ""restaurant"", ""cuisine"": ""regional""}, {""name"": ""Café Insulinde"", ""amenity"": ""pub""}]"
3488,,De Pijp - Rivierenbuurt,52.35383,4.90189,Entire home/apt,157,7,5,0.17,1,66,2,holland,"[{""leisure"": ""garden""}, {""name"": ""Mokum Motors"", ""shop"": ""motorcycle_repair""}, {""name"": ""Mokum Motors"", ""shop"": ""motorcycle""}, {""name"": ""Bakery Van Wou"", ""shop"": ""bakery""}, {""name"": ""dotshop"", ""shop"": ""furniture""}, {""name"": ""The Color"", ""shop"": ""hairdresser""}, {""name"": ""Annavilaas"", ""amenity"": ""restaurant"", ""cuisine"": ""indian""}, {""name"": ""Nazka"", ""amenity"": ""restaurant"", ""cuisine"": ""peruvian""}, {""name"": ""Healthy massage Fang"", ""shop"": ""massage""}, {""name"": ""Coffee Bru"", ""amenity"": ""cafe"", ""cuisine"": ""coffee_shop""}, {""name"": ""Glazemade"", ""shop"": ""pottery""}, {""name"": ""wasserette van wou"", ""shop"": ""laundry""}, {""name"": ""Stadsmarkt De Pijp"", ""shop"": ""supermarket""}, {""name"": ""Rayleigh & Ramsay"", ""amenity"": ""restaurant""}]"
3521,,Noord-Oost,52.39451,4.9315,Entire home/apt,150,3,5,0.18,1,0,2,holland,"[{""leisure"": ""pitch"", ""sport"": ""basketball""}]"
3522,,Watergraafsmeer,52.33928,4.94218,Entire home/apt,80,5,9,0.33,1,5,4,holland,"[{""leisure"": ""garden""}]"
3526,,Centrum-West,52.36984,4.88419,Entire home/apt,225,3,15,0.46,1,118,2,holland,"[{""name"": ""Felix Meritis"", ""amenity"": ""community_centre"", ""tourism"": ""attraction"", ""description"": ""European Centre for Arts, Culture and Science""}, {""name"": ""Episode"", ""shop"": ""clothes""}]"
3529,,De Baarsjes - Oud-West,52.36518,4.85594,Entire home/apt,285,3,7,0.22,1,359,0,holland,"[{""leisure"": ""garden""}, {""tourism"": ""artwork""}, {""leisure"": ""playground""}]"
3536,,De Baarsjes - Oud-West,52.36199,4.86981,Entire home/apt,140,2,12,0.37,1,2,4,holland,"[{""leisure"": ""garden""}, {""amenity"": ""public_bookcase""}, {""name"": ""Helmersplantsoen"", ""leisure"": ""park""}]"
3548,,Centrum-West,52.38769,4.8861,Entire home/apt,154,1,0,,4,0,0,holland,"[{""name"": ""Toon Ylandplantsoen"", ""leisure"": ""park""}, {""leisure"": ""picnic_table""}]"
3554,,Centrum-Oost,52.36011,4.88851,Private room,107,2,98,3.07,1,82,14,holland,"[{""name"": ""Eerste Weteringplantsoen"", ""leisure"": ""park""}, {""leisure"": ""garden""}, {""name"": ""Simon Carmiggelt"", ""tourism"": ""artwork""}, {""leisure"": ""playground""}, {""name"": ""Ekoplaza"", ""shop"": ""supermarket""}, {""name"": ""Kruidenpluktuin Weteringbuurt"", ""leisure"": ""garden""}, {""name"": ""Carl Denig"", ""shop"": ""outdoor""}]"
